LAMMPS data file via write_data, version 23 Jun 2022, timestep = 0

1980 atoms
3 atom types

0 21.83344824738157 xlo xhi
0 22.689985001334318 ylo yhi
-3.8596448281022617 49.40345379970895 zlo zhi

Masses

1 12.011
2 1.00784
3 16

Atoms # charge/kk

942 1 7.6788792400257593e-03 4.3666896506314714e+00 5.0422188911142944e+00 -3.3719660523648498e+00 0 0 0
943 1 7.6782803892636257e-03 6.5500344762982401e+00 3.7816641682499754e+00 -3.3719660521943209e+00 0 0 0
944 1 7.6787521509762632e-03 6.5500344751083643e+00 6.3027736120863578e+00 -3.3719660510841534e+00 0 0 0
945 1 -1.7896931963219862e-03 4.3666896491493752e+00 5.0422188886264312e+00 -2.0485126691472999e+00 0 0 0
946 1 -1.7892768122589554e-03 6.5500344738791236e+00 3.7816641662741719e+00 -2.0485126687954693e+00 0 0 0
947 1 -1.7895742541677146e-03 6.5500344738543790e+00 6.3027736110259740e+00 -2.0485126685770054e+00 0 0 0
990 1 7.6762778279577861e-03 4.5526694200356941e-10 7.5633283364621624e+00 -3.3719660511277358e+00 0 0 0
991 1 7.6778276268105886e-03 2.1833448249677789e+00 6.3027736142449209e+00 -3.3719660519558610e+00 0 0 0
993 1 -1.7883799459510847e-03 1.8093559339026111e-10 7.5633283332754058e+00 -2.0485126682809747e+00 0 0 0
994 1 -1.7892266522520784e-03 2.1833448246570208e+00 6.3027736109199379e+00 -2.0485126688018420e+00 0 0 0
996 1 7.6776547053049558e-03 4.3666896493662701e+00 7.5633283357128933e+00 -3.3719660506571612e+00 0 0 0
997 1 3.5698989417688189e-03 2.9111264330313262e+00 7.5633283348929927e+00 -1.4613843560533353e+00 0 0 0
998 1 3.5688235616086047e-03 5.0944712582946181e+00 6.3027736121790765e+00 -1.4613843557511250e+00 0 0 0
1001 1 2.8363386084408583e-03 2.9111264330403288e+00 7.5633283343833844e+00 7.7056695023426075e-02 0 0 0
1002 1 2.8366171305637435e-03 5.0944712580909899e+00 6.3027736116900090e+00 7.7056695239460876e-02 0 0 0
1005 1 2.1336674583683456e-03 5.8222528658906709e+00 7.5633283337650390e+00 5.9747313206909536e-01 0 0 0
1009 1 1.8821864207985224e-03 5.8222528662188644e+00 7.5633283340672346e+00 2.1524587125491639e+00 0 0 0
1298 1 7.6774263711657711e-03 4.3666896497101275e+00 2.2689985000554735e+01 -3.3719660543859464e+00 0 -1 0
1299 1 7.6759836481000232e-03 6.5500344759741651e+00 1.2605547232855041e+00 -3.3719660535642340e+00 0 0 0
1300 1 -1.7881188546352677e-03 4.3666896492859166e+00 7.1870090847952158e-11 -2.0485126692673212e+00 0 0 0
1301 1 -1.7877913570919369e-03 6.5500344740297587e+00 1.2605547220454603e+00 -2.0485126690996061e+00 0 0 0
1334 1 7.6770563512600478e-03 2.1833448246437690e+01 2.5211094444333289e+00 -3.3719660540774274e+00 -1 0 0
1335 1 7.6771426326190419e-03 2.1833448242724698e+00 1.2605547216205633e+00 -3.3719660543868835e+00 0 0 0
1336 1 7.6765170318335470e-03 2.1833448249418010e+00 3.7816641683006087e+00 -3.3719660539154099e+00 0 0 0
1337 1 -1.7881640540922512e-03 2.1242182211342094e-10 2.5211094442984954e+00 -2.0485126689035340e+00 0 0 0
1338 1 -1.7880185287591475e-03 2.1833448246524343e+00 1.2605547221937088e+00 -2.0485126690683177e+00 0 0 0
1339 1 -1.7881006212669736e-03 2.1833448246326288e+00 3.7816641664140658e+00 -2.0485126694485793e+00 0 0 0
1340 1 7.6759632046623904e-03 4.3666896506754824e+00 2.5211094455512684e+00 -3.3719660539665397e+00 0 0 0
1341 1 3.5719831547268190e-03 2.9111264333209728e+00 2.5211094448702047e+00 -1.4613843549456698e+00 0 0 0
1342 1 3.5720826167638105e-03 5.0944712582974612e+00 1.2605547223964326e+00 -1.4613843544204361e+00 0 0 0
1343 1 3.5700537782822018e-03 5.0944712585685847e+00 3.7816641676157974e+00 -1.4613843549122429e+00 0 0 0
1344 1 -1.7877682238039206e-03 4.3666896492114713e+00 2.5211094442304494e+00 -2.0485126695138507e+00 0 0 0
1345 1 2.8344496070274142e-03 2.9111264334174525e+00 2.5211094446189883e+00 7.7056695848204113e-02 0 0 0
1346 1 2.8340045858743796e-03 5.0944712581081486e+00 1.2605547222196947e+00 7.7056695732972705e-02 0 0 0
1347 1 2.8357456254915880e-03 5.0944712582870890e+00 3.7816641671538456e+00 7.7056695685764884e-02 0 0 0
1349 1 2.1329289894937921e-03 5.8222528661164556e+00 2.5211094447045497e+00 5.9747313202423213e-01 0 0 0
1353 1 1.8831234720313227e-03 5.8222528658748089e+00 2.5211094448314424e+00 2.1524587113651701e+00 0 0 0
1392 1 7.6772149422157975e-03 2.1833448247076944e+01 5.0422188911125341e+00 -3.3719660531416000e+00 -1 0 0
1393 1 3.5714796337132653e-03 7.2778160801238923e-01 3.7816641675188860e+00 -1.4613843552788381e+00 0 0 0
1394 1 3.5707850005118743e-03 7.2778160808601611e-01 6.3027736127464502e+00 -1.4613843554325694e+00 0 0 0
1395 1 -1.7884668292786300e-03 1.9641503173493287e-10 5.0422188886074801e+00 -2.0485126691514997e+00 0 0 0
1396 1 2.8350937392627772e-03 7.2778160817265636e-01 3.7816641672210669e+00 7.7056695601773556e-02 0 0 0
1397 1 2.8359580379084481e-03 7.2778160810483439e-01 6.3027736121892124e+00 7.7056695277997786e-02 0 0 0
1398 1 3.5699729520662100e-03 2.9111264333581919e+00 5.0422188901670904e+00 -1.4613843554437336e+00 0 0 0
1399 1 2.1341017590383814e-03 1.4555632165860917e+00 5.0422188895309183e+00 5.9747313215420716e-01 0 0 0
1400 1 2.1338448529738064e-03 3.6389080415607329e+00 3.7816641670391755e+00 5.9747313225826870e-01 0 0 0
1401 1 2.1353742242803697e-03 3.6389080413982229e+00 6.3027736117194841e+00 5.9747313220148457e-01 0 0 0
1402 1 2.8364042745641378e-03 2.9111264333291196e+00 5.0422188896211786e+00 7.7056695684284207e-02 0 0 0
1403 1 1.8823586502271126e-03 1.4555632167259647e+00 5.0422188893981890e+00 2.1524587104542010e+00 0 0 0
1404 1 1.8826062579512836e-03 3.6389080415695925e+00 3.7816641671397742e+00 2.1524587103857979e+00 0 0 0
1405 1 1.8814468415536347e-03 3.6389080416652178e+00 6.3027736116777699e+00 2.1524587109183582e+00 0 0 0
1406 1 2.1351543881325719e-03 5.8222528661712767e+00 5.0422188892556496e+00 5.9747313207041219e-01 0 0 0
1407 1 2.4401974063482960e-03 4.3666896496127077e+00 5.0422188894308473e+00 2.6646984079043454e+00 0 0 0
1408 1 2.4409982271374506e-03 6.5500344738452174e+00 3.7816641672347564e+00 2.6646984077167044e+00 0 0 0
1409 1 2.4406609026381555e-03 6.5500344738806291e+00 6.3027736115843878e+00 2.6646984078832472e+00 0 0 0
1410 1 1.8815373497193075e-03 5.8222528660643791e+00 5.0422188894741309e+00 2.1524587121650289e+00 0 0 0
1456 1 2.4419737298751651e-03 2.2705252989986961e-10 7.5633283338790021e+00 2.6646984079987632e+00 0 0 0
1457 1 2.4406732744130305e-03 2.1833448250017926e+00 6.3027736116916895e+00 2.6646984080634435e+00 0 0 0
1513 1 2.4412878423495828e-03 2.6039114507376011e-10 2.2689985001238107e+01 2.6646984077712728e+00 0 -1 0
1651 1 7.6798943885529880e-03 2.1833448246445496e+01 2.2689984999852555e+01 -3.3719660531304054e+00 -1 -1 0
1652 1 3.5704387220119333e-03 7.2778160789953228e-01 1.2605547219838145e+00 -1.4613843551278352e+00 0 0 0
1653 1 -1.7894850375542327e-03 2.0212845765559069e-10 4.8936165964423373e-11 -2.0485126679464525e+00 0 0 0
1654 1 2.8344053136324671e-03 7.2778160822581106e-01 1.2605547220323416e+00 7.7056695339420542e-02 0 0 0
1655 1 3.5697399790357255e-03 2.9111264331021673e+00 2.2689985000762405e+01 -1.4613843546359364e+00 0 -1 0
1656 1 2.1336255196088968e-03 1.4555632166694936e+00 2.2689985000974353e+01 5.9747313211145159e-01 0 -1 0
1657 1 2.1322500911741559e-03 3.6389080415064008e+00 1.2605547221358289e+00 5.9747313218869103e-01 0 0 0
1658 1 2.8344209731012929e-03 2.9111264333268396e+00 2.2689985000877023e+01 7.7056695554515303e-02 0 -1 0
1659 1 1.8828319832070912e-03 1.4555632170765878e+00 2.2689985001315044e+01 2.1524587096868872e+00 0 -1 0
1660 1 1.8839551677230662e-03 3.6389080416744108e+00 1.2605547224568263e+00 2.1524587097312748e+00 0 0 0
1661 1 2.1324277946286317e-03 5.8222528659081689e+00 2.2689985001149015e+01 5.9747313192247520e-01 0 -1 0
1662 1 2.4430503589488299e-03 4.3666896495324767e+00 2.2689985001265281e+01 2.6646984077375184e+00 0 -1 0
1663 1 2.4428731716281513e-03 6.5500344737074325e+00 1.2605547224737177e+00 2.6646984077655493e+00 0 0 0
1664 1 1.8838736271576610e-03 5.8222528658557842e+00 1.1315215170916792e-10 2.1524587108033524e+00 0 0 0
1699 1 2.1324714979034441e-03 1.4555632166472248e+00 2.5211094446051185e+00 5.9747313219493525e-01 0 0 0
1700 1 2.4423675343774476e-03 1.8750493767751078e-10 2.5211094449052021e+00 2.6646984079835985e+00 0 0 0
1701 1 2.4428271704105115e-03 2.1833448250924699e+00 1.2605547223762348e+00 2.6646984078242149e+00 0 0 0
1702 1 2.4420947690306093e-03 2.1833448250492884e+00 3.7816641672202493e+00 2.6646984080106062e+00 0 0 0
1703 1 1.8832873963417474e-03 1.4555632168676407e+00 2.5211094449595213e+00 2.1524587100531223e+00 0 0 0
1707 1 2.4427399314304456e-03 4.3666896495892606e+00 2.5211094448353455e+00 2.6646984077980602e+00 0 0 0
1757 1 2.4417637767769652e-03 1.7294323564300054e-10 5.0422188895047455e+00 2.6646984081450582e+00 0 0 0
526 1 7.6792947287048280e-03 1.3100068947478590e+01 5.0422188878934531e+00 -3.3719660505239362e+00 0 0 0
529 1 -1.7886182009420092e-03 1.3100068948438000e+01 5.0422188887734496e+00 -2.0485126677325263e+00 0 0 0
550 1 7.6788562810950513e-03 1.0916724123527171e+01 6.3027736095121476e+00 -3.3719660506182247e+00 0 0 0
552 1 -1.7881241217339422e-03 8.7333792987679413e+00 7.5633283336112758e+00 -2.0485126685971253e+00 0 0 0
553 1 -1.7885784172929498e-03 1.0916724123590015e+01 6.3027736112000055e+00 -2.0485126680609937e+00 0 0 0
557 1 3.5685630017162229e-03 1.3827850556431251e+01 6.3027736109013111e+00 -1.4613843550230301e+00 0 0 0
559 1 -1.7887327783560516e-03 1.3100068948451600e+01 7.5633283337366688e+00 -2.0485126689323261e+00 0 0 0
560 1 2.8344031942568225e-03 1.1644505731900846e+01 7.5633283329900429e+00 7.7056693774335328e-02 0 0 0
561 1 2.8344180539479099e-03 1.3827850556655147e+01 6.3027736109597017e+00 7.7056693638308693e-02 0 0 0
891 1 7.6779741808855545e-03 1.3100068948406225e+01 2.3086196338004958e-09 -3.3719660524646637e+00 0 0 0
893 1 -1.7888592992785913e-03 1.3100068948200745e+01 2.2689985001001315e+01 -2.0485126678441983e+00 0 -1 0
908 1 7.6778878059919004e-03 8.7333793008487586e+00 2.5211094461716939e+00 -3.3719660517711869e+00 0 0 0
909 1 7.6784575408646756e-03 1.0916724124510136e+01 1.2605547244140938e+00 -3.3719660518508947e+00 0 0 0
910 1 7.6780011758289593e-03 1.0916724124263325e+01 3.7816641672766984e+00 -3.3719660503888891e+00 0 0 0
911 1 -1.7888360257241043e-03 8.7333792987129346e+00 2.5211094439659973e+00 -2.0485126680477799e+00 0 0 0
912 1 -1.7889203187375865e-03 1.0916724123449484e+01 1.2605547217907920e+00 -2.0485126676452525e+00 0 0 0
913 1 -1.7885158279876833e-03 1.0916724123474383e+01 3.7816641662093811e+00 -2.0485126673455585e+00 0 0 0
914 1 7.6765561814937109e-03 1.3100068947896938e+01 2.5211094456974128e+00 -3.3719660508168685e+00 0 0 0
915 1 3.5706685600933583e-03 1.1644505732322870e+01 2.5211094455296563e+00 -1.4613843551709447e+00 0 0 0
916 1 3.5717229705749670e-03 1.3827850556764291e+01 1.2605547231728762e+00 -1.4613843552635053e+00 0 0 0
